A
0.0052603
0.0150669
0.0052603
0.0444857
0.1131319
0.1131319
0.1033253
0.0935177
0.0837111
0.0935177
0.0837101
0.0640969
0.0739035
0.0640959
0.0935157
0.1033223
0.0935157
0.0935148
0.0837082
0.0444818
0.0248676
0.015061
0.0248676
0.064093
0.0837062
0.1229326
0.1523514
0.1229316
0.0542854
0.015059
0.0052514
-0.0045552
0.0346712
0.0837033
0.1229297
0.1327363
0.0935089
0.0640891
0.0346693
0.0248627
0.0346683
0.0542815
0.0837013
0.0738937
0.0738937
0.0738937
0.0640861
0.0935059
0.1033125
0.1131182
0.1229248
0.1033116
0.093505
0.0640842
0.0346644
0.044471
0.0738898
0.1033096
0.142536
0.1719548
0.1621482
0.1327284
0.1033086
0.0640812
0.044468
0.0640812
0.1033066
0.142533
0.1523396
0.1523387
0.1523387
0.1033057
0.0542727
0.0542717
0.0640783
0.0640783
0.1033037
0.1327235
0.1327235
0.1327225
0.1327225
0.0934961
0.0640753
0.0248489
0.0052357
0.0444621
0.0836876
0.0836876
0.0934942
0.0934932
0.0934932
0.1131064
0.1032988
0.0346526
-0.0045738
-0.0143804
-0.0045748
0.0444582
0.073878
0.0640704
0.073877
0.0836836
0.0640695
0.0346497
0.0052299
-0.0241909
-0.0143843
0.0150355
0.0444553
0.0640675
0.0836807
0.0738741
0.0346467
-0.0241929
-0.0339995
-0.0143873
0.0248391
0.0836787
0.1032919
0.0738712
0.0248382
0.005225
0.005224
-0.0340024
-0.043809
0.005223
0.0640626
0.103289
0.0934814
0.0640616
0.0640616
0.0150286
-0.0241988
-0.0241988
0.0150276
0.0640597
0.1130927
0.1425125
0.1523181
0.1228983
0.0542521
-0.0045875
-0.0242017
0.0150247
0.0444445
0.0738633
0.1130897
0.1327029
0.1130887
0.1130887
0.1228953
0.0738614
0.0248284
0.0052152
0.034635
0.0738604
0.1032802
0.1228934
0.1228924
0.1032792
0.0738594
0.0542452
0.0444386
0.0248254
0.0248254
0.0640508
0.1032772
0.1523102
0.1523092
0.1130828
0.0738564
0.0444357
0.0150159
-0.0144039
0.0052083
0.0738545
0.0934677
0.1032743
0.1130799
0.1130799
0.0836601
0.0346261
0.0444327
0.0836591
0.0640449
0.0346251
0.0640449
0.0640449
0.064044
0.0542374
0.015011
0.0052034
0.0052034
0.01501
0.0444288
0.064042
0.0836552
0.0738486
0.0346212
0.0248146
0.0052014
-0.0242194
-0.0144128
-0.0046062
0.0150061
0.0346193
0.0444259
0.0640381
0.0542315
0.0248117
-0.0144147
-0.0536421
-0.0536421
-0.0242223
0.0248097
0.0738427
0.1228757
0.1424879
0.1032615
0.0444219
-0.0144177
-0.0438384
-0.0340318
-0.004612
0.04442
0.093453
0.1228728
0.1130652
0.0836454
0.044419
0.0248048
0.0248048
0.0346114
0.0738378
0.09345
0.1130632
0.1130632
0.0738359
0.0346095
0.0346095
0.0542217
0.0836415
0.1032547
0.1032547
0.0640273
0.0051877
0.0149943
0.0444131
0.0542197
0.0836395
0.1130583
0.1424781
0.1130583
0.0640244
0.0149914
-0.0438482
-0.0536548
0.0051838
0.0836366
0.1424762
0.1915082
0.1620884
0.0836356
-0.0046248
-0.073271
-0.0830776
-0.0438512
0.0444072
0.1032468
0.1424732
0.122859
0.073826
0.0149864
-0.0046277
-0.0144343
-0.0046277
0.0149845
0.0542109
0.1032439
0.0836307
0.0444033
0.0051769
-0.0340495
-0.0634703
-0.0340505
0.0444023
0.0738211
0.0542079
0.0640145
0.0542079
0.0247872
-0.0242458
-0.043859
-0.0340534
-0.0242468
0.0149796
0.0443984
0.0640116
0.054205
0.0345908
0.0247842
0.005171
-0.0340554
-0.043863
-0.0144432
0.0247832
0.0443955
0.0345889
0.0443955
0.0345879
0.0051681
-0.0046385
-0.0144451
-0.0242527
-0.0046395
0.0345869
0.0640057
0.0541991
0.0149727
0.0051651
0.0149717
0.0051651
-0.0144481
-0.0046424
0.0149708
0.0051642
0.0149698
0.0247764
-0.0046434
-0.0340642
-0.0340642
-0.014451
0.0149678
0.034581
0.034581
0.0247744
0.03458
0.0149668
-0.0242596
-0.0438737
-0.0438737
-0.0438737
-0.0438747
-0.0340681
-0.0144549
0.0051583
0.0247705
0.0149639
0.0051573
-0.0242635
-0.0242635
-0.0340701
-0.0242645
-0.0242645
-0.0242645
-0.0242654
-0.0144588
-0.0046522
-0.0144588
-0.0536862
-0.0634928
-0.0732994
-0.0634938
-0.034074
-0.0144608
-0.0046552
-0.0144618
-0.0144618
-0.0144618
-0.0438826
-0.0733024
-0.083109
-0.0733034
-0.0536902
-0.034077
-0.0144647
0.0051485
0.0051485
0.0149541
-0.0144657
-0.0242723
-0.0340789
-0.0536931
-0.0046601
0.0345663
0.0345653
0.0051455
-0.0340809
-0.0536951
-0.0340819
-0.0340819
-0.0438885
-0.0340828
-0.0242762
0.0051436
0.0051426
0.0051426
-0.004664
-0.0340848
-0.0438914
-0.0340848
-0.0438924
-0.0831188
-0.0831188
-0.0438924
-0.004667
-0.0242802
-0.0438934
-0.0340877
-0.0340877
-0.0537009
-0.0635085
-0.0635085
-0.0635085
-0.0438953
-0.0242831
-0.0046699
0.0051367
-0.0242841
-0.0635105
-0.0831237
-0.0929313
-0.1125445
-0.1125445
-0.073319
-0.0340926
-0.024286
-0.0144794
-0.024287
-0.024287
-0.0439002
-0.1125474
-0.1027408
-0.073321
-0.0635154
-0.0439022
-0.024289
-0.0144824
-0.0537098
-0.073323
-0.073323
-0.0831305
-0.0929371
-0.0537107
-0.0242919
-0.0340985
-0.0537117
-0.0439061
-0.0242929
-0.0537127
-0.0831325
-0.0929401
-0.1125533
-0.0831335
-0.0439081
-0.0046817
0.0149315
0.005124
-0.0046826
-0.0144892
-0.0537156
-0.0831364
-0.0537166
-0.0341034
-0.043911
-0.043911
-0.0635242
-0.0733318
-0.0635252
-0.0733318
-0.0733318
-0.0537196
-0.0537196
-0.0341064
0.0149256
0.0247322
-0.0046876
-0.0439149
-0.0635281
-0.0831413
-0.0831423
-0.0537225
-0.0439159
-0.0635291
-0.0537235
-0.0439169
-0.0537235
-0.0733377
-0.0733377
-0.0537245
-0.0537255
-0.0733387
-0.0439189
-0.0243057
-0.0439198
-0.063533
-0.0439198
-0.0341142
-0.0537274
-0.0733406
-0.063535
-0.0733416
-0.063535
-0.063536
-0.0243096
-0.014503
-0.063536
-0.0537304
-0.0243106
-0.0439238
-0.0635379
-0.0831511
-0.0537313
-0.0341191
-0.0439257
-0.0341191
-0.0243125
-0.0341201
-0.0439267
-0.0733465
-0.0439277
-0.0341211
-0.0635409
-0.0635419
-0.0537353
-0.0537353
-0.0439296
-0.0439296
-0.034123
-0.0635428
-0.0733504
-0.0929636
-0.1223834
-0.1125778
-0.083158
-0.0929646
-0.0929656
-0.0733524
-0.0733524
-0.0929656
-0.08316
-0.0537402
-0.0635468
-0.0831609
-0.1125807
-0.1223873
-0.1125817
-0.1027751
-0.1027751
-0.1027761
-0.1027761
-0.1125827
-0.1125827
-0.1125837
-0.0929705
-0.0831639
-0.0831649
-0.0831649
-0.0929715
-0.0929724
-0.1223922
-0.1420054
-0.1321988
-0.10278
-0.0733602
-0.0341338
-0.0341348
-0.0635546
-0.0831678
-0.1125886
-0.1322018
-0.1616216
-0.1714292
-0.1322028
-0.102783
-0.0733632
-0.0439444
-0.0145246
-0.0341378
-0.0733651
-0.1027849
-0.1420113
-0.1812387
-0.1812387
-0.1616255
-0.1420123
-0.0831737
-0.0341407
-0.0341407
-0.0537549
-0.0929813
-0.1420143
-0.1616285
-0.1812417
-0.1420153
-0.0733691
-0.024337
-0.0145304
-0.0439502
-0.0929842
-0.1616304
-0.2106634
-0.2106644
-0.2008578
-0.1420182
-0.0831796
-0.0537598
-0.0145334
-0.0145334
-0.0439542
-0.0929872
-0.1518268
-0.2106673
-0.2204739
-0.2106673
-0.1812485
-0.0929891
-0.0243429
-0.0341495
-0.0635703
-0.1126033
-0.1518297
-0.1714439
-0.1616373
-0.1322175
-0.1126053
-0.0733789
-0.0635723
-0.092993
-0.1616392
-0.191059
-0.1812524
-0.1518336
-0.1224138
-0.092994
-0.0635752
-0.0733818
-0.0831884
-0.092996
-0.1322224
-0.1714488
-0.2008686
-0.1714498
-0.1028036
-0.0831904
-0.0733847
-0.0537715
-0.0537715
-0.1028055
-0.1616451
-0.1714517
-0.1812593
-0.1812593
-0.1420329
-0.1126131
-0.0831943
-0.0831943
-0.1322273
-0.1616481
-0.1812613
-0.1812613
-0.1322292
-0.1028094
-0.063583
-0.063583
-0.1224236
-0.16165
-0.1910698
-0.2302972
-0.210684
-0.161651
-0.1224256
-0.112619
-0.1028124
-0.0930068
-0.0832002
-0.0930068
-0.1322332
-0.1812672
-0.2303002
-0.2499134
-0.2303011
-0.1518483
-0.0733955
-0.0537833
-0.0930097
-0.1322361
-0.1616559
-0.1714635
-0.1616569
-0.1322371
-0.0733985
-0.0635919
-0.0832051
-0.0930127
-0.1322391
-0.2106919
-0.2695324
-0.2401126
-0.1714664
-0.1126268
-0.034175
-0.0047552
-0.0439816
-0.0930156
-0.1224354
-0.1910816
-0.2401156
-0.2205024
-0.1518562
-0.1126298
-0.0734044
-0.034178
-0.0537912
-0.1028251
-0.1616647
-0.2008911
-0.2303119
-0.2303119
-0.1714723
-0.0734063
-0.0047611
0.0246587
-0.0047611
-0.1028281
-0.1812809
-0.2205073
-0.2499281
-0.2597347
-0.1910885
-0.053797
0.0050426
-0.0145706
-0.053797
-0.102831
-0.151864
-0.1910904
-0.1714782
-0.151865
-0.1322518
-0.102833
-0.0930264
-0.102833
-0.1126396
-0.1126406
-0.1322538
-0.151867
-0.1518679
-0.1518679
-0.1420613
-0.1126425
-0.1420623
-0.1322557
-0.1518699
-0.1714831
-0.2107095
-0.2401293
-0.1812907
-0.1224511
-0.0832247
-0.0734191
-0.1322587
-0.1812917
-0.1910993
-0.2009059
-0.2205191
-0.2009059
-0.1420672
-0.0930342
-0.1028408
-0.1518748
-0.1911012
-0.2107144
-0.2107154
-0.1616824
-0.0832296
-0.0832306
-0.1322636
-0.1322636
-0.122457
-0.1812976
-0.2107174
-0.1812976
-0.1420721
-0.1028457
-0.0832325
-0.0930401
-0.1518797
-0.1714929
-0.1518797
-0.1420741
-0.1420741
-0.1420741
-0.1322685
-0.1224619
-0.1420751
-0.1616893
-0.1616893
-0.1813025
-0.2107232
-0.2009166
-0.1813034
-0.1518836
-0.1322714
-0.1028516
-0.0734318
-0.093046
-0.142079
-0.191112
-0.2009196
-0.2107262
-0.191113
-0.14208
-0.1224678
-0.142081
-0.142081
-0.1616951
-0.2107281
-0.2107281
-0.1813093
-0.1322763
-0.0930499
-0.0832443
-0.0930509
-0.1518905
-0.1715037
-0.1813113
-0.2107311
-0.2205377
-0.2107321
-0.1715057
-0.1322793
-0.1224736
-0.1224736
-0.1224736
-0.1420868
-0.1813142
-0.2205406
-0.2205406
-0.210735
-0.1813152
-0.161702
-0.1420898
-0.1518964
-0.1715096
-0.1911238
-0.1911238
-0.1911238
-0.2009304
-0.1911247
-0.1715115
-0.1617049
-0.1617059
-0.1420927
-0.1224795
-0.1617069
-0.1617069
-0.1322871
-0.1224805
-0.1519013
-0.1813211
-0.1813211
-0.1617089
-0.1322891
-0.1322891
-0.1322901
-0.1126769
-0.1126769
-0.1322901
-0.1617108
-0.1715174
-0.1715174
-0.1519052
-0.1224854
-0.1126788
-0.08326
-0.1028732
-0.1420996
-0.1519072
-0.1519072
-0.181327
-0.2107468
-0.1911346
-0.1421016
-0.1126818
-0.0930695
-0.1224893
-0.1617157
-0.1911365
-0.1911365
-0.1617167
-0.1519101
-0.1322979
-0.1126847
-0.0832649
-0.0734593
-0.1126857
-0.1519121
-0.1911395
-0.1911395
-0.1617197
-0.1617206
-0.1813338
-0.1421074
-0.1126876
-0.1126886
-0.1323018
-0.1421084
-0.1421094
-0.1715292
-0.1911424
-0.1911434
-0.1617236
-0.151917
-0.1421104
-0.1323048
-0.1224982
-0.151918
-0.1813387
-0.1715321
-0.1715321
-0.2009529
-0.2009529
-0.1617265
-0.1225011
-0.1323077
-0.1519209
-0.1813407
